frm,to,wt
306651,112234,0
306651,136475,0
306651,204618,0
306651,241208,0
306651,297259,0
306651,306247,0
306651,380548,0
308323,117947,0
308323,143573,0
308323,179956,0
308323,272036,0
308323,282944,0
308323,297878,0
308323,393446,0
308629,26166,0
308629,193265,0
308629,211688,0
308629,214289,0
308629,232132,0
308629,239295,0
308629,333186,0
308629,394101,0
308629,406463,0
310863,2479,0
310863,20188,0
310863,194357,0
310863,212081,0
310863,218362,0
310863,260970,0
310863,264093,0
310863,327120,0
311474,101400,0
311474,107311,0
311474,207995,0
311474,209635,0
311474,210228,0
311474,213985,0
311474,338734,0
311474,364585,0
312763,48571,0
312763,48812,0
312763,103973,0
312763,127935,0
312763,166780,0
312763,170819,0
312763,233595,0
312763,299662,0
313830,12442,0
313830,19758,0
313830,63460,0
313830,160907,0
313830,218483,0
313830,233344,0
313830,235592,0
313830,361748,0
313830,377372,0
313830,382182,0
313830,424868,0
314421,31004,0
314421,54919,0
314421,89976,0
314421,296205,0
314421,319678,0
314421,326133,0
314421,343512,0
314421,377059,0
314421,407423,0
314796,61903,0
314796,85691,0
314796,131469,0
314796,149113,0
314796,185825,0
315175,87159,0
315175,197578,0
315175,218952,0
315175,259748,0
315175,279871,0
315175,286261,0
315175,373935,0
315175,381371,0
315175,396028,0
315175,402610,0
316378,3602,0
316378,8787,0
316378,22945,0
316378,31716,0
316378,56684,0
316378,61965,0
316378,157326,0
316378,160187,0
316378,363390,0
316378,397483,0
318617,93254,0
318617,128328,0
318617,181329,0
318617,189436,0
318617,264321,0
318617,282061,0
318617,355604,0
318617,358494,0
318617,376727,0
318617,381741,0
319297,20416,0
319297,48255,0
319297,75455,0
319297,79327,0
319297,111084,0
319297,159614,0
319297,172870,0
319297,185195,0
319297,211138,0
319297,229704,0
319297,247732,0
319297,279324,0
319297,403244,0
319410,194592,0
319410,216756,0
319410,232034,0
319410,233344,0
319410,246647,0
319410,270962,0
319410,294733,0
319410,343961,0
319678,10787,0
319678,31004,0
319678,54919,0
319678,89976,0
319678,234585,0
319678,296205,0
319678,314421,0
319678,326133,0
319678,343512,0
319678,377059,0
320493,62889,0
320493,100402,0
320493,192605,0
322329,1117,0
322329,45865,0
322329,237550,0
322329,243749,0
322329,252241,0
322329,257517,0
322329,269916,0
322329,281499,0
322329,366946,0
323560,29561,0
323560,324564,0
323560,393721,0
323560,431955,0
323560,435063,0
323643,38850,0
323643,40346,0
323643,122406,0
323643,152708,0
323643,272036,0
323643,273857,0
323643,435931,0
323683,33125,0
323683,33683,0
323683,63434,0
323683,116316,0
323683,136173,0
323683,136845,0
323683,168120,0
323683,219581,0
323683,374125,0
323683,407255,0
323683,408596,0
324564,29561,0
324564,92504,0
324564,234460,0
324564,239917,0
324564,271715,0
324564,323560,0
324564,431955,0
324564,435063,0
324678,735,0
324678,74008,0
324678,84447,0
324678,113344,0
324678,116316,0
324678,168120,0
324678,278926,0
324678,385938,0
324678,389190,0
324678,407255,0
324678,408596,0
324900,97343,0
324900,97479,0
324900,101400,0
324900,160302,0
324900,210228,0
324900,338734,0
324900,353226,0
324900,414388,0
324900,437053,0
326133,10787,0
326133,31004,0
326133,42985,0
326133,54919,0
326133,84414,0
326133,296205,0
326133,314421,0
326133,319678,0
326133,337698,0
326133,343512,0
326133,377059,0
326133,407423,0
326937,5735,0
326937,17220,0
326937,20399,0
326937,160723,0
326937,222473,0
326937,243486,0
326937,261498,0
326937,393721,0
327120,2479,0
327120,141434,0
327120,200540,0
327120,212081,0
327120,310863,0
327697,19822,0
327697,33683,0
327697,63434,0
327697,89538,0
327697,97343,0
327697,105100,0
327697,169425,0
327697,256551,0
327697,374125,0
327697,437053,0
329312,132495,0
329312,180710,0
329312,214289,0
329312,394101,0
329985,2209,0
329985,49547,0
329985,59232,0
329985,75455,0
329985,108596,0
329985,128574,0
329985,151130,0
329985,179383,0
329985,229704,0
329985,236474,0
329985,255954,0
329985,349721,0
333186,15415,0
333186,20188,0
333186,132495,0
333186,193265,0
333186,211688,0
333186,214289,0
333186,308629,0
333186,394101,0
333186,406463,0
337011,50342,0
337011,53760,0
337011,179383,0
337011,179394,0
337011,260422,0
337011,290127,0
337011,365950,0
337011,383567,0
337011,417868,0
337011,420200,0
337698,31004,0
337698,54919,0
337698,84414,0
337698,148722,0
337698,151655,0
337698,288010,0
337698,326133,0
337698,343512,0
337698,347882,0
337698,407423,0
337815,19622,0
337815,62130,0
337815,72071,0
337815,75068,0
337815,207751,0
337815,260995,0
337815,301123,0
337815,412942,0
338734,60033,0
338734,97479,0
338734,101400,0
338734,107311,0
338734,207995,0
338734,210228,0
338734,311474,0
338734,324900,0
338734,353226,0
338734,364585,0
339369,2269,0
339369,103990,0
339369,104362,0
339369,114518,0
339369,169022,0
339369,208934,0
339369,302430,0
339369,344722,0
339369,346944,0
339369,378887,0
341644,1558,0
341644,36712,0
341644,53760,0
341644,199326,0
341644,236464,0
341644,260422,0
341644,267670,0
341644,290127,0
341644,302725,0
341644,383567,0
341644,417868,0
341644,420200,0
343512,31004,0
343512,54919,0
343512,89976,0
343512,148722,0
343512,314421,0
343512,319678,0
343512,326133,0
343512,337698,0
343512,407423,0
343961,97479,0
343961,194592,0
343961,216756,0
343961,246647,0
343961,270962,0
343961,294733,0
343961,319410,0
343961,353226,0
344722,103990,0
344722,104362,0
344722,114518,0
344722,146679,0
344722,169022,0
344722,339369,0
344722,346944,0
344722,347593,0
344722,378887,0
344859,62889,0
344859,72071,0
344859,87836,0
344859,100402,0
344859,107478,0
344859,145453,0
344859,181377,0
344859,412942,0
345323,151775,0
345323,187423,0
345323,246000,0
345323,256368,0
345323,273276,0
345323,297114,0
345323,417570,0
345895,3840,0
345895,83009,0
345895,156440,0
345895,237620,0
346944,104362,0
346944,114518,0
346944,169022,0
346944,223984,0
346944,302430,0
346944,339369,0
346944,344722,0
346944,347593,0
346944,378887,0
346944,394796,0
347593,114518,0
347593,169022,0
347593,223984,0
347593,302430,0
347593,344722,0
347593,346944,0
347882,41062,0
347882,45395,0
347882,84414,0
347882,131552,0
347882,148722,0
347882,151655,0
347882,169425,0
347882,174540,0
347882,248988,0
347882,288010,0
347882,337698,0
347882,358829,0
348496,2209,0
348496,49547,0
348496,128574,0
348496,151130,0
348496,179383,0
348496,241208,0
348496,290127,0
348496,306247,0
348496,349721,0
348496,383567,0
348496,417868,0
349721,2209,0
349721,49547,0
349721,59232,0
349721,128574,0
349721,151130,0
349721,179383,0
349721,236474,0
349721,255954,0
349721,329985,0
349721,348496,0
349721,371724,0
349721,377293,0
350259,46977,0
350259,79327,0
350259,82338,0
350259,113062,0
350259,172870,0
350259,197578,0
350259,202377,0
350259,223309,0
350259,230639,0
350259,231345,0
350259,237395,0
350259,287113,0
350259,299681,0
350259,412679,0
351726,68285,0
351726,108596,0
351726,129531,0
351726,179540,0
351726,264868,0
351726,367653,0
351726,378939,0
351726,409233,0
351795,16236,0
351795,45432,0
351795,152631,0
351795,263250,0
351795,379570,0
352093,35417,0
352093,43379,0
352093,129332,0
352093,139693,0
352093,151336,0
352093,171062,0
352093,225449,0
352093,260895,0
352093,294355,0
353226,97479,0
353226,101400,0
353226,210228,0
353226,270962,0
353226,324900,0
353226,338734,0
353226,343961,0
353226,364585,0
355604,93254,0
355604,128328,0
355604,189436,0
355604,264321,0
355604,279871,0
355604,282061,0
355604,286261,0
355604,318617,0
355604,358494,0
355604,373935,0
355604,376727,0
355604,381741,0
355604,388851,0
358467,9199,0
358467,44910,0
358467,62082,0
358467,138856,0
358467,172957,0
358467,205827,0
358467,229402,0
358467,256006,0
358467,280806,0
358467,364121,0
358467,375581,0
358467,397367,0
358494,126392,0
358494,181329,0
358494,189436,0
358494,264321,0
358494,282061,0
358494,318617,0
358494,355604,0
358494,376727,0
358494,381741,0
358494,388851,0
358829,45395,0
358829,60033,0
358829,107311,0
358829,131552,0
358829,148722,0
358829,151655,0
358829,169425,0
358829,174540,0
358829,248988,0
358829,256551,0
358829,288010,0
358829,347882,0
359588,117947,0
359588,143573,0
359588,166671,0
359588,215183,0
359588,240801,0
359588,248988,0
359588,297878,0
359588,414288,0
361092,4693,0
361092,10755,0
361092,57064,0
361092,70494,0
361092,75281,0
361092,109488,0
361092,149468,0
361092,190639,0
361092,302725,0
361220,72213,0
361220,102059,0
361220,190189,0
361220,251633,0
361748,19758,0
361748,160907,0
361748,204363,0
361748,216756,0
361748,218483,0
361748,225449,0
361748,232034,0
361748,233344,0
361748,235592,0
361748,246647,0
361748,294733,0
361748,313830,0
363390,1117,0
363390,8787,0
363390,35592,0
363390,160187,0
363390,178348,0
363390,182164,0
363390,237550,0
363390,316378,0
363390,397483,0
364121,10755,0
364121,44910,0
364121,52795,0
364121,75281,0
364121,93323,0
364121,172957,0
364121,205827,0
364121,229402,0
364121,280806,0
364121,358467,0
364585,207995,0
364585,209635,0
364585,210228,0
364585,213985,0
364585,237550,0
364585,270962,0
364585,281499,0
364585,311474,0
364585,338734,0
364585,353226,0
365485,62160,0
365485,79490,0
365485,202348,0
365950,50342,0
365950,52049,0
365950,56080,0
365950,81357,0
365950,129531,0
365950,179394,0
365950,179540,0
365950,234784,0
365950,305103,0
365950,337011,0
366946,108654,0
366946,204363,0
366946,237550,0
366946,243749,0
366946,281499,0
366946,322329,0
367017,83621,0
367017,95209,0
367017,128554,0
367017,188661,0
367017,234585,0
367017,246000,0
367017,377059,0
367017,425051,0
367653,56080,0
367653,81357,0
367653,129531,0
367653,169933,0
367653,179540,0
367653,305103,0
367653,351726,0
368297,62130,0
368297,109611,0
368297,204860,0
368297,207751,0
368297,256006,0
368297,301123,0
368297,379834,0
368297,413011,0
368297,423237,0
369714,3541,0
369714,5735,0
369714,76626,0
369714,160723,0
369714,222473,0
369714,379932,0
369714,393721,0
369714,402571,0
369714,418136,0
370077,26166,0
370077,71431,0
370077,209789,0
370077,266390,0
370077,383383,0
370077,406463,0
371724,4791,0
371724,102609,0
371724,112234,0
371724,130091,0
371724,151130,0
371724,166952,0
371724,229393,0
371724,236474,0
371724,271274,0
371724,297259,0
371724,306247,0
371724,349721,0
371724,377293,0
371724,380548,0
373015,12442,0
373015,17220,0
373015,63460,0
373015,127682,0
373015,139693,0
373015,155251,0
373015,218483,0
373015,235592,0
373015,377372,0
373935,111084,0
373935,159614,0
373935,172870,0
373935,197578,0
373935,264321,0
373935,279324,0
373935,279871,0
373935,286261,0
373935,315175,0
373935,355604,0
373935,381371,0
373935,402610,0
374125,33683,0
374125,63434,0
374125,89538,0
374125,97343,0
374125,105100,0
374125,136173,0
374125,219581,0
374125,323683,0
374125,327697,0
374125,374812,0
374125,408596,0
374812,89538,0
374812,128554,0
374812,219581,0
374812,374125,0
374812,408596,0
374812,424431,0
374812,437591,0
375581,44910,0
375581,62130,0
375581,138856,0
375581,172957,0
375581,207751,0
375581,221472,0
375581,256006,0
375581,280806,0
375581,358467,0
375581,376796,0
375581,397367,0
375581,423237,0
376727,93254,0
376727,128328,0
376727,189436,0
376727,264321,0
376727,282061,0
376727,318617,0
376727,355604,0
376727,358494,0
376796,44910,0
376796,62111,0
376796,62130,0
376796,109611,0
376796,138856,0
376796,207751,0
376796,256006,0
376796,282434,0
376796,375581,0
376796,379834,0
376796,397367,0
376796,420967,0
376796,423237,0
377059,10787,0
377059,234585,0
377059,296205,0
377059,314421,0
377059,319678,0
377059,326133,0
377059,367017,0
377059,425051,0
377293,2209,0
377293,4791,0
377293,102609,0
377293,112234,0
377293,130091,0
377293,151130,0
377293,229393,0
377293,241208,0
377293,297259,0
377293,306247,0
377293,349721,0
377293,371724,0
377293,380548,0
377372,12442,0
377372,17220,0
377372,19758,0
377372,63460,0
377372,139693,0
377372,155251,0
377372,218483,0
377372,235592,0
377372,294355,0
377372,313830,0
377372,373015,0
378887,2269,0
378887,103990,0
378887,104362,0
378887,138819,0
378887,146679,0
378887,188397,0
378887,226374,0
378887,339369,0
378887,344722,0
378887,346944,0
378939,68285,0
378939,108596,0
378939,176825,0
378939,195897,0
378939,264868,0
378939,351726,0
378939,409233,0
379014,21874,0
379014,134370,0
379014,140513,0
379014,212809,0
379014,268053,0
379014,281168,0
379014,282944,0
379014,304261,0
379570,45432,0
379570,212081,0
379570,260970,0
379570,263250,0
379570,351795,0
379834,62130,0
379834,92131,0
379834,109611,0
379834,204860,0
379834,207751,0
379834,241104,0
379834,289600,0
379834,368297,0
379834,376796,0
379834,413011,0
379834,423237,0
379932,3541,0
379932,22313,0
379932,26166,0
379932,32816,0
379932,76626,0
379932,232132,0
379932,239295,0
379932,369714,0
379932,383383,0
379932,402571,0
380509,233595,0
380548,102609,0
380548,112234,0
380548,130091,0
380548,241208,0
380548,297259,0
380548,306247,0
380548,306651,0
380548,371724,0
380548,377293,0
381124,21550,0
381124,86669,0
381124,93933,0
381124,136475,0
381124,196876,0
381124,252404,0
381124,268053,0
381124,293862,0
381124,385158,0
381124,398420,0
381124,425293,0
381371,87159,0
381371,159614,0
381371,172870,0
381371,197578,0
381371,218952,0
381371,259748,0
381371,279871,0
381371,286261,0
381371,315175,0
381371,373935,0
381371,402610,0
381371,412679,0
381741,48255,0
381741,111084,0
381741,126392,0
381741,159614,0
381741,181329,0
381741,189436,0
381741,264321,0
381741,282061,0
381741,318617,0
381741,355604,0
381741,358494,0
381741,388851,0
381741,403244,0
382182,63460,0
382182,98287,0
382182,100291,0
382182,229900,0
382182,313830,0
382182,424868,0
383383,22313,0
383383,26166,0
383383,71431,0
383383,209789,0
383383,232132,0
383383,266390,0
383383,370077,0
383383,379932,0
383537,257645,0
383537,300795,0
383567,53760,0
383567,179383,0
383567,236464,0
383567,260422,0
383567,290127,0
383567,337011,0
383567,341644,0
383567,348496,0
383567,417868,0
383567,420200,0
385158,21550,0
385158,57709,0
385158,93933,0
385158,136475,0
385158,238546,0
385158,268053,0
385158,293862,0
385158,381124,0
385158,398420,0
385158,425293,0
385938,735,0
385938,59499,0
385938,74008,0
385938,84447,0
385938,113344,0
385938,116316,0
385938,155619,0
385938,168120,0
385938,239178,0
385938,324678,0
385938,389190,0
388851,48255,0
388851,111084,0
388851,126392,0
388851,159614,0
388851,181329,0
388851,195897,0
388851,219757,0
388851,264321,0
388851,279324,0
388851,282061,0
388851,355604,0
388851,358494,0
388851,381741,0
388851,403244,0
389190,3840,0
389190,59499,0
389190,66078,0
389190,84447,0
389190,113344,0
389190,116316,0
389190,155619,0
389190,168120,0
389190,324678,0
389190,385938,0
389190,407255,0
392805,42594,0
392805,200583,0
392805,246907,0
392805,289600,0
392805,402740,0
392805,427526,0
392805,428461,0
393446,117947,0
393446,143573,0
393446,179173,0
393446,179956,0
393446,272036,0
393446,282944,0
393446,308323,0
393721,5735,0
393721,76626,0
393721,160723,0
393721,222473,0
393721,323560,0
393721,326937,0
393721,369714,0
394101,15415,0
394101,85846,0
394101,132495,0
394101,193265,0
394101,214289,0
394101,308629,0
394101,329312,0
394101,333186,0
394101,406463,0
394796,62111,0
394796,109488,0
394796,132063,0
394796,142250,0
394796,190639,0
394796,208934,0
394796,241104,0
394796,282434,0
394796,346944,0
394796,402740,0
394796,420967,0
395803,35001,0
395803,234460,0
395803,407623,0
396028,1267,0
396028,87159,0
396028,212811,0
396028,259748,0
396028,288249,0
396028,315175,0
396028,412679,0
397367,9199,0
397367,44910,0
397367,138856,0
397367,172957,0
397367,205827,0
397367,207751,0
397367,221472,0
397367,229402,0
397367,256006,0
397367,280806,0
397367,358467,0
397367,375581,0
397367,376796,0
397483,8787,0
397483,22945,0
397483,56684,0
397483,61965,0
397483,117947,0
397483,160187,0
397483,182164,0
397483,316378,0
397483,363390,0
398420,21550,0
398420,31004,0
398420,66513,0
398420,89976,0
398420,93933,0
398420,136475,0
398420,238546,0
398420,252404,0
398420,293862,0
398420,381124,0
398420,385158,0
398420,425293,0
402168,100291,0
402168,136226,0
402168,201306,0
402168,248151,0
402571,3541,0
402571,5735,0
402571,32816,0
402571,76626,0
402571,141649,0
402571,206270,0
402571,222473,0
402571,239295,0
402571,369714,0
402571,379932,0
402610,46977,0
402610,79327,0
402610,111084,0
402610,159614,0
402610,172870,0
402610,197578,0
402610,279871,0
402610,286261,0
402610,315175,0
402610,373935,0
402610,381371,0
402610,412679,0
402740,42594,0
402740,92131,0
402740,132063,0
402740,142250,0
402740,200583,0
402740,241104,0
402740,282434,0
402740,289600,0
402740,392805,0
402740,394796,0
402740,428461,0
403244,48255,0
403244,126392,0
403244,176825,0
403244,181329,0
403244,195897,0
403244,219757,0
403244,264321,0
403244,264868,0
403244,279324,0
403244,282061,0
403244,319297,0
403244,381741,0
403244,388851,0
406463,193265,0
406463,214289,0
406463,266390,0
406463,308629,0
406463,333186,0
406463,370077,0
406463,394101,0
407255,17936,0
407255,49796,0
407255,84447,0
407255,113344,0
407255,116316,0
407255,136173,0
407255,168120,0
407255,323683,0
407255,324678,0
407255,389190,0
407255,408596,0
407269,34184,0
407269,41062,0
407269,57709,0
407269,134370,0
407269,140513,0
407269,143573,0
407269,240801,0
407269,248988,0
407269,297878,0
407423,31004,0
407423,54919,0
407423,84414,0
407423,89976,0
407423,148722,0
407423,151655,0
407423,314421,0
407423,326133,0
407423,337698,0
407423,343512,0
407623,35001,0
407623,234460,0
407623,395803,0
408596,63434,0
408596,105100,0
408596,136173,0
408596,168120,0
408596,219581,0
408596,323683,0
408596,324678,0
408596,374125,0
408596,374812,0
408596,407255,0
409233,48255,0
409233,68285,0
409233,108596,0
409233,126392,0
409233,176825,0
409233,195897,0
409233,219757,0
409233,264868,0
409233,351726,0
409233,378939,0
412679,1267,0
412679,46977,0
412679,87159,0
412679,202377,0
412679,212811,0
412679,230639,0
412679,288249,0
412679,299681,0
412679,350259,0
412679,381371,0
412679,396028,0
412679,402610,0
412942,19622,0
412942,72071,0
412942,75068,0
412942,87836,0
412942,107478,0
412942,145453,0
412942,221472,0
412942,260995,0
412942,337815,0
412942,344859,0
413011,42594,0
413011,62130,0
413011,92131,0
413011,109611,0
413011,204860,0
413011,289600,0
413011,368297,0
413011,379834,0
413011,423237,0
414288,35592,0
414288,107311,0
414288,131552,0
414288,166671,0
414288,178348,0
414288,209635,0
414288,215183,0
414288,240801,0
414288,359588,0
414388,33125,0
414388,33683,0
414388,63335,0
414388,63434,0
414388,136173,0
414388,136845,0
414388,160302,0
414388,324900,0
417570,24724,0
417570,79961,0
417570,187423,0
417570,256368,0
417570,297114,0
417570,345323,0
417868,36712,0
417868,53760,0
417868,179383,0
417868,236464,0
417868,260422,0
417868,267670,0
417868,290127,0
417868,337011,0
417868,341644,0
417868,348496,0
417868,383567,0
417868,420200,0
418136,5735,0
418136,127682,0
418136,129332,0
418136,192747,0
418136,206270,0
418136,222473,0
418136,243486,0
418136,369714,0
420200,53760,0
420200,57064,0
420200,93774,0
420200,179394,0
420200,260422,0
420200,337011,0
420200,341644,0
420200,383567,0
420200,417868,0
420967,62111,0
420967,92131,0
420967,109488,0
420967,132063,0
420967,138856,0
420967,142250,0
420967,149468,0
420967,190639,0
420967,208934,0
420967,241104,0
420967,282434,0
420967,376796,0
420967,394796,0
420967,423237,0
421035,72213,0
421035,102059,0
421035,149113,0
421035,185825,0
421954,32613,0
421954,97371,0
421954,103973,0
421954,166780,0
421954,170819,0
421954,251704,0
421954,254001,0
421954,256818,0
423237,62130,0
423237,109611,0
423237,138856,0
423237,207751,0
423237,241104,0
423237,256006,0
423237,282434,0
423237,368297,0
423237,375581,0
423237,376796,0
423237,379834,0
423237,413011,0
423237,420967,0
424431,10787,0
424431,42985,0
424431,89538,0
424431,128554,0
424431,374812,0
424431,437591,0
424868,98287,0
424868,160907,0
424868,229900,0
424868,313830,0
424868,382182,0
425051,10787,0
425051,83621,0
425051,95209,0
425051,128554,0
425051,188661,0
425051,234585,0
425051,296205,0
425051,367017,0
425051,377059,0
425293,21550,0
425293,66513,0
425293,86669,0
425293,89976,0
425293,93933,0
425293,136475,0
425293,252404,0
425293,293862,0
425293,381124,0
425293,385158,0
425293,398420,0
425401,143026,0
425401,190189,0
425401,191012,0
425401,251633,0
426537,56860,0
426537,141434,0
426537,200540,0
427526,42594,0
427526,200583,0
427526,246907,0
427526,392805,0
427526,428461,0
428461,42594,0
428461,92131,0
428461,132063,0
428461,142250,0
428461,200583,0
428461,241104,0
428461,289600,0
428461,392805,0
428461,402740,0
428461,427526,0
431955,29561,0
431955,92504,0
431955,239917,0
431955,271715,0
431955,323560,0
431955,324564,0
431955,435063,0
434175,24724,0
434175,53100,0
434175,83621,0
434175,95209,0
434175,128554,0
434175,151775,0
434175,188661,0
434175,246000,0
434175,261087,0
435063,29561,0
435063,92504,0
435063,234460,0
435063,271715,0
435063,323560,0
435063,324564,0
435063,431955,0
435931,38850,0
435931,152708,0
435931,212809,0
435931,273857,0
435931,281168,0
435931,282944,0
435931,323643,0
437053,19822,0
437053,33683,0
437053,60033,0
437053,63434,0
437053,97343,0
437053,105100,0
437053,169425,0
437053,256551,0
437053,324900,0
437053,327697,0
437591,42985,0
437591,83621,0
437591,89538,0
437591,128554,0
437591,374812,0
437591,424431,0
